Nom,Adreça,Districte,Barri,Codi Postal,Telèfon,Telèfon 2,Latitud,Longitud,Web
Safrà 18,Carrer Ample 18,Ciutat Vella,el Barri Gòtic,08002,+34 932687427,,41.37955629166667,2.1798991388888886,
Restaurant El Rebujito de Morán,Carrer Rita Bonnat 3,Les Corts,les Corts,08029,+34 934301045,,41.389212825,2.1427147222222223,http://www.elrebujitodemoran.com
Bar Art & Appetaizers Public,Carrer Rosselló 277,Eixample,la Dreta de l'Eixample,08008,+34 932178004,,41.396514197222224,2.1613878333333334,
Mixer Gallery,Carrer Enric Granados 121 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 932370239,,41.39346201666667,2.154700361111111,http://www.mixergallery.com
Restaurant Dona Luza,Carrer Deu i Mata 50*52,Les Corts,les Corts,08029,+34 934194145,,41.38805879444445,2.135261416666667,
Restaurant Roissy,Carrer Àngels 6 bxs,Ciutat Vella,el Raval,08001,+34 933040137,,41.38187135,2.1687721944444442,
Bar Restaurant Brilliant,Carrer Balmes 314 bxs,Sarrià-Sant Gervasi,el Putxet i el Farró,08006,+34 934145804,,41.402732558333334,2.145038027777778,http://www.brilliantrestaurant.com
Bar Restaurante El Trencadis,Carrer Sant Antoni Maria Claret 165*167,Horta-Guinardó,el Baix Guinardó,08025,+34 934567422,,41.41107241388889,2.1739861944444443,http://www.eltrencadis.com
Restaurant La Broqueta,Rambla Poblenou 101,Sant Martí,el Poblenou,08005,+34 933092423,,41.40274043055555,2.1988692777777774,
Restaurant Ramon i Montse *Mercabarna,Carrer Major de Mercabarna 40,Sants-Montjuïc,la Marina del Prat Vermell,08040,+34 933358501,,41.334057433333335,2.116242,
Restaurant Cheese Me,Plaça Jacint Reventos 1 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932681127,,41.383494947222225,2.1804425,http://www.cheeseme.org
Restaurant Foster's Hollywood* Diagonal Mar,Avinguda Diagonal 3,Sant Martí,Poble Nou,08019,+34 933562506,,41.41042665833333,2.2164054444444448,http://www.fostershollywood.es
Bar Roneria Chuao,Carrer París 188 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 932172918,+34 678645112,41.393617819444444,2.1534103055555556,http://www.ronchuao.com
Restaurant Tacabanda,Carrer Torrent de l'Olla 64 bxs,Gràcia,la Vila de Gràcia,08012,+34 932 104 516,,41.40030711944444,2.159501138888889,
Bar Restaurant Premier,Carrer Provença 236 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 935321650,,41.39171018333333,2.1576703888888886,http://www.barpremier.com
Restaurant Il Vizietto,Carrer Ganduxer 16 bxs,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 934143104,,41.39279570555556,2.1391503055555554,http://www.ilviziettoristorante.com
Bar Restaurant Bacallaneria La Bilbaína,Avinguda Marquès de l'Argentera 1 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 93 319 30 50,,41.38342848055556,2.183654972222222,
Bar Restaurant Nonell,Carrer Sagristans 3,Ciutat Vella,el Barri Gòtic,08002,+34 933011378,+34 932682707,41.385027477777776,2.17503775,http://www.comybesl.com
Starbucks Coffee *Via Laietana,Via Laietana 32,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932681955,,41.38516964722222,2.177318861111111,http://www.starbucks.es
Restaurant Free Way,Carrer Mallorca 191,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934512047,,41.38967186944444,2.1568463055555553,http://www.restaurantfreeway.com
Restaurant Can Miralletes,Carrer Sant Antoni Maria Claret 312*LX,Sant Martí,Clot,08000,+34 934334845,,41.413910819444446,2.179170138888889,http://www.lasguiascanmiralletes.com
Restaurant Gente de Pasta,Carrer Enric Granados 67,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 934513558,,41.39115695277778,2.157739361111111,http://www.gentedepasta.com
Museu Nacional d'Art de Catalunya,Carrer Mirador Palau Nacional 6*10,Sants-Montjuïc,el Poble Sec,08038,+34 932890679,+34 933258499,41.368854202777776,2.1533627777777777,
Jardins de Rubió i Lluch,Hospital 56,Ciutat Vella,el Raval,08001,,,41.381057975,2.1697933333333332,
Hotel Casa Fuster,Passeig Gràcia 132,Gràcia,la Vila de Gràcia,08008,+34 932553000,,41.397985408333334,2.1580078055555556,http://www.hotelcasafuster.com
Bar restaurant El Gallego,Carrer Marià Cubí 90,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932007634,,41.39723196388889,2.1476421666666665,
Restaurant Rosa Negra,Via Laietana 46 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933101798,,41.38642928888889,2.1756451666666665,http://www.rosanegra.com
Antropològic,Carrer Palla 10,Ciutat Vella,el Barri Gòtic,08002,+34 933427829,+34 933427828,41.38340281666667,2.174487361111111,
Restaurant Dolso,Carrer València 227,Eixample,la Dreta de l'Eixample,08007,+34 934875964,,41.391241183333335,2.1612050555555555,
Casa de Menjars,Carrer Còrsega 629,Eixample,la Sagrada Família,08025,+34 934503125,,41.40937296111111,2.176250638888889,
Pizza Ravalo,Plaça Emili Vendrell 1,Ciutat Vella,el Raval,08001,+34 934420100,,41.38121507777778,2.1668635833333334,
Restaurant Basmati,Carrer París 163 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 933630651,,41.39222650833333,2.151187833333333,http://www.restaurantbasmati.com
Restaurant Lil,Carrer Pou de la Cadena 8 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933106697,,41.38460284166666,2.179876222222222,
Bar Café Flamingo's,Carrer Pintor Fortuny 15 bxs,Ciutat Vella,el Raval,08001,+34 933012322,,41.3829402,2.1699671944444443,http://www.cafe-flamingos.com
Restaurant Tast,Carrer Santa Fe de Nou Mèxic 11,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08017,+34 932002387,,41.39434703888889,2.1368411666666667,
Pa amb Oli,Carrer Berlín 12,Sants-Montjuïc,Sants,08014,+34 934900577,,41.382350680555554,2.137368472222222,
Don Sandwich *Comtes Bell-lloc,Carrer Comtes de Bell-lloc 104,Sants-Montjuïc,Sants,08014,+34 934110911,,41.38097278055555,2.1371143333333333,
La Bodega d'en Rafel,Carrer Manso 52,Eixample,Sant Antoni,08015,+34 934425624,,41.37727136666667,2.161564361111111,
Restaurant - Botiga Nostrum *Pàdua,Carrer Pàdua 96,Sarrià-Sant Gervasi,el Putxet i el Farró,08006,+34 934181169,+34 902150950,41.40419649722222,2.1437950833333335,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Vallespir,Carrer Vallespir 97,Sants-Montjuïc,Sants,08014,+34 934910038,+34 902150950,41.381315725,2.1356815555555557,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Muntaner 476,Carrer Muntaner 476,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932000832,+34 902150950,41.402570894444445,2.138434166666667,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Bisbe Sivilla,Carrer Bisbe Sivilla 31,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 934340672,+34 902150950,41.40423283611111,2.1346605555555556,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Av Josep Tarradellas,Avinguda Josep Tarradellas 61,Sants-Montjuïc,Sants,08029,+34 933213184,+34 902150950,41.38497188888889,2.1422826944444444,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Sant Iscle,Carrer Sant Iscle 4,Nou Barris,el Turó de la Peira,08031,+34 933492654,+34 902150950,41.430678094444445,2.1739398888888886,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Casanova,Carrer Casanova 193,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934194360,+34 902150950,41.392715375,2.1489075555555557,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Llull,Carrer Llull 198,Sant Martí,el Poblenou,08005,+34 934856142,+34 902150950,41.40114738888889,2.2025394166666667,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Gran de Gràcia,Carrer Gran de Gràcia 195,Gràcia,la Vila de Gràcia,08012,+34 934161164,+34 902150950,41.40402415,2.1516996388888887,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Muntaner 327,Carrer Muntaner 327,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 932006104,+34 902150950,41.397549777777776,2.1447828055555553,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Castillejos,Carrer Castillejos 322,Eixample,la Sagrada Família,08025,+34 934366408,+34 902150950,41.409335380555554,2.174773611111111,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Ajuntament,Carrer Ajuntament 9,Sant Andreu,Sant Andreu,08030,+34 933459219,+34 902150950,41.435633063888886,2.190456972222222,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Aribau,Carrer Aribau 139,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934052825,+34 902150950,41.39210274444444,2.1542374444444445,http://www.nostrum.cat
Restaurant - Botiga Nostrum *Roger Llúria,Carrer Roger de Llúria 134,Eixample,la Dreta de l'Eixample,08037,+34 934587269,+34 902150950,41.39826873333333,2.162220722222222,http://www.nostrum.cat
Supermercat Veritas *Avinguda  Sarria,Avinguda Sarrià 32 bxs,Les Corts,les Corts,08029,+34 933226450,,41.39091126388889,2.1429157777777776,http://www.ecoveritas.es
Restaurant Tastaveritas,Carrer Josep Balari 15 bxs,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 934186365,,41.40187049722222,2.1347063611111112,http://www.veritas.es
Hotel H10 Marina Barcelona,Avinguda Bogatell 64*68,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 933097917,+34 933003310,41.393066225,2.192405611111111,http://www.h10.es
Restaurant Xarcuteria l'Altre Set de Born,Carrer Esparteria 7,Ciutat Vella,Parc,08003,+34 933193531,,41.38427096666667,2.1830749722222222,
Restaurant Somorrostro,Carrer Sant Carles 0011 Baix,Ciutat Vella,la Barceloneta,08003,+34 932250010,,41.37913025,2.1890356944444442,http://www.restaurantesomorrostro.com
Restaurant Canela,Carrer Aribau 16,Eixample,l'Antiga Esquerra de l'Eixample,08011,+34 933177947,,41.386318675,2.162260388888889,http://www.elsfillsdelajoana.com
Restaurant Frankachela,Carrer Ocata 2*LB bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932683103,,41.38383815555556,2.1849460277777775,
Restaurant Angus Beef,Carrer Aragó 67,Eixample,la Nova Esquerra de l'Eixample,08015,+34 932264267,,41.381079561111115,2.149963111111111,http://www.angusbeef-restaurante.com
Restaurant Asador de Lugo,Carrer Comtes de Bell-lloc 63*65,Sants-Montjuïc,Sants,08014,+34 934090120,,41.37977733888889,2.13770625,http://www.grupoelreloj.com
Restaurant Saloon Palo Alto,Carrer Metal.lúrgia 0044 Baix,Sants-Montjuïc,la Marina del Prat Vermell,08038,+34 932231038,+34 932239094,41.35256420555556,2.13419225,http://www.paloaltosaloon.com
Restaurant La Candela,Carrer Sant Pere Mitjà 0091,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933106242,,41.389171575,2.178843722222222,
Restaurant Xinès Dragon Fly,Carrer València 232,Eixample,l'Antiga Esquerra de l'Eixample,08007,+34 934511128,,41.39019094166667,2.1601701944444445,
Granja La Paninoteca,Carrer Rosselló 112,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934510379,,41.38847861111111,2.151096583333333,
Aliment Art,Carrer Numància 70 1r 3a,Les Corts,les Corts,08029,+34 934194140,+34 933630179,41.384415555555556,2.137983277777778,http://www.alimentart.com
Restaurant Fresc Co *Pl Duc Medinaceli,Plaça Duc de Medinaceli 2,Ciutat Vella,el Barri Gòtic,08002,+34 933016837,+34 934120429,41.37864056666667,2.178680638888889,http://www.frescco.com
Restaurant Fresc Co *Llacuna,Carrer Llacuna 140,Sant Martí,el Poblenou,08018,+34 933008111,+34 933016837,41.40465572777778,2.1945700833333333,http://www.frescco.com
Bar Burger King *Illa Diagonal,Avinguda Diagonal 555*559,Les Corts,les Corts,08029,+34 933633546,,41.389715055555556,2.1353775555555554,http://www.burgerking.es
Cybercafé Explorer,Carrer Rocafort 156 bxs,Eixample,la Nova Esquerra de l'Eixample,08015,+34 932266402,,41.38268980555556,2.149079638888889,
Centre de Cultura Contemporània de Barcelona,Montalegre 5,Ciutat Vella,el Raval,08001,+34 93 301 3315,,41.383883708333336,2.1667947777777776,
Ámbar,Carrer Sant Pau 77,Ciutat Vella,el Raval,08001,+34 628087401,,41.377862872222224,2.171048111111111,
Restaurant Desgraciats,Carrer Providència 114*LB,Gràcia,el Camp d'en Grassot i Gràcia Nova,08024,+34 932132456,+34 932845074,41.408748816666666,2.1607435833333333,
Hotel l'Illa,Avinguda Diagonal 555,Les Corts,les Corts,08029,+34 934103300,+34 934108892,41.389715055555556,2.1353775555555554,http://www.husa.es
Bar Restaurant Tap i Carbassa,Carrer Bailèn 218,Gràcia,el Camp d'en Grassot i Gràcia Nova,08037,+34 934584431,,41.402408425,2.1635389444444444,
Hotel Pulitzer,Carrer Bergara 6-10,Eixample,la Dreta de l'Eixample,08002,+34 933022020,,41.386093647222225,2.1682735555555555,http://www.hotelpulitzer.es
Bar Veló,Carrer Carme 66,Ciutat Vella,el Raval,08001,+34 934424895,,41.38104513333333,2.16803875,
Restaurant Mochica,Gran Via Corts Catalanes 487,Eixample,la Nova Esquerra de l'Eixample,08015,+34 934235323,,41.380334616666666,2.155745583333333,
Bar Restaurant Maians,Carrer Sant Carles 28,Ciutat Vella,la Barceloneta,08003,+34 932211020,,41.379348280555554,2.1904597777777775,
Valldonzella 52,Carrer Valldonzella 52,Ciutat Vella,el Raval,08001,,,41.38309773611111,2.1645851944444443,
Bar Bodega Pepe,Carrer Valldonzella 36,Ciutat Vella,el Raval,08001,+34 934122324,,41.383580775,2.1651915833333333,
Restaurant Ginos *Via Laietana,Via Laietana 71,Ciutat Vella,el Barri Gòtic,08003,+34 933171442,+34 902423423,41.38826995555556,2.1728421666666664,http://www.grupovips.com
Dunkin Donuts *Metro Clot,E.M. Clot,Sant Martí,Clot,08026,+34 932444607,,41.41097523055556,2.187303138888889,http://www.dunkindonuts.com
Dunkin Donuts *Metro Catalunya,Plaça Catalunya 1 sot,Eixample,la Dreta de l'Eixample,08002,+34 933189797,,41.386014325,2.169400083333333,http://www.dunkindonuts.com
Dunkin Donuts *Metro Palau Reial,E.M. Palau Reial,Les Corts,Les Corts,08028,+34 932059001,,41.38461263055556,2.1172529166666667,http://www.dunkindonuts.com
Dunkin Donuts *Rambla,Carrer la Rambla 89,Ciutat Vella,el Raval,08002,+34 933170325,,41.38192496111111,2.1723339444444445,http://www.dunkindonuts.com
Dunkin Donuts *Diagonal Mar,Avinguda Diagonal 3,Sant Martí,Poble Nou,08019,+34 933560429,,41.41042665833333,2.2164054444444448,http://www.dunkindonuts.com
Eternity Café,Carrer Amigó 22*24,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08021,+34 935341225,,41.39459248055555,2.1455350833333333,
Restaurant Ribs - La Casa de las Costillas *La Maquinista,Passeig Potosí 2,Sant Andreu,el Bon Pastor,08030,+34 933608097,+34 933608072,41.44077756666666,2.198467194444444,http://www.ribs.es
Restaurant - Peixateria La Paradeta *Sagrada Família,Passatge Simó 18,Eixample,la Sagrada Família,08025,+34 934500191,,41.4044872,2.173425222222222,http://www.laparadeta.com
Restaurant El Boix Petit de Sant Joan,Passeig Sant Joan 179 bxs,Gràcia,el Camp d'en Grassot i Gràcia Nova,08037,+34 934592998,,41.40309289444444,2.1642431944444445,
Restaurant Al Vent,Passeig Marítim Barceloneta 25,Ciutat Vella,la Barceloneta,08003,+34 932215478,+34 932219784,41.383402644444445,2.1946657777777774,
Restaurant Market,Carrer Comte Borrell 68,Eixample,Sant Antoni,08015,+34 932890130,+34 934242965,41.37911004722222,2.160497388888889,http://www.markethotel.com.es
Restaurant Motorhome Racing Point,Carrer Sant Màrius 22,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,08022,+34 932531898,,41.40394984722222,2.1375863055555557,http://www.motorhomeracing.com
Restaurant Al Contadino Sotto Le Stelle,Carrer Saragossa 123,Sarrià-Sant Gervasi,el Putxet i el Farró,08006,+34 932110808,+34 934189589,41.40434861111111,2.1453040277777777,http://www.alcontadino.com
Restaurant Enoteca Vinya Roel,Carrer Villarroel 190*192 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934307279,,41.39109745277778,2.1491423055555554,http://www.vinya-roel.com
Restaurant Osmosis,Carrer Aribau 100 bxs,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 934545201,,41.39024350555555,2.15706175,
Bar Café del Teatre,Carrer Torrijos 41,Gràcia,la Vila de Gràcia,08012,+34 934160651,,41.403916216666666,2.158220027777778,
Restaurant Uge,Carrer Judici 0015 Baix 02,Ciutat Vella,la Barceloneta,08003,+34 932211119,,41.37675105,2.1903410555555554,
Restaurant Murivecchi,Carrer Princesa 59 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933152297,,41.387317369444446,2.1827579999999998,http://www.grupopartenope.com
Restaurant El Filete Ruso,Carrer Enric Granados 95,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 932171310,,41.392560188888886,2.1558855555555554,http://www.elfileteruso.com
Restaurant La Toscana,Carrer Neopàtria 87*89 bxs,Sant Andreu,Sant Andreu,08030,+34 933453405,,41.43064351666666,2.189002722222222,
Restaurant Pizzeria Piazza Grande,Plaça Julio González 10 bxs,Sant Martí,el Poblenou,08005,+34 932214132,,41.40179921666667,2.2063988055555557,
Italian Coffee Barcelona,Carrer Can Bruixa 4,Les Corts,les Corts,08028,+34 934912781,,41.3834246,2.1304432777777778,
Restaurant Udon *Princesa,Carrer Princesa 23,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 933105969,,41.38530162222222,2.1803132499999998,http://www.udon.es
Cafeteria Bracafé *Rosselló,Carrer Rosselló 475,Eixample,la Sagrada Família,08025,+34 934557460,,41.407213694444444,2.175620083333333,http://www.bracafe.com
Restaurant Khan Kaffrun,Carrer Torrent de les Flors 39,Gràcia,la Vila de Gràcia,08024,+34 932843741,,41.405826325,2.1605071944444445,
Restaurant Miriot,Carrer Francisco Giner 0054 Baix,Gràcia,la Vila de Gràcia,08012,+34 933682608,,41.39990214722222,2.1583229444444445,http://www.miriot.com
Restaurant La Cantina Paloalto,Carrer Pellaires 30*38 IN,Sant Martí,Diagonal Mar-Front Marítim del Poblenou,08019,+34 933070974,,41.40450671944444,2.2102439444444446,
Restaurant Vitali Pizza *Gran Via,Gran Via Corts Catalanes 931 bxs,Sant Martí,el Clot,08018,+34 933030735,,41.40991113333333,2.1946522777777777,http://www.vitalipizza.com
Botiga Com A Casa,Passeig Taulat 150 Baix 02,Sant Martí,Poble Nou,08005,+34 932664786,,41.402110863888886,2.2099626666666667,
Restaurant Xinès Jardín,Carrer Gran de Gràcia 13,Gràcia,la Vila de Gràcia,08012,+34 934159622,,41.39813012222222,2.157131138888889,
Restaurant Xinès Chin Jua,Carrer Joan Güell 212*214,Les Corts,les Corts,08028,+34 933218612,+34 934199002,41.38625395,2.1297757222222224,http://www.chinjua.com
Bar Restaurant El Quim,Carrer la Rambla 89 bxs,Ciutat Vella,el Raval,08002,,,41.38192496111111,2.1723339444444445,
Restaurant Casajuana,Carrer Sant Antoni Maria Claret 27 bxs,Gràcia,el Camp d'en Grassot i Gràcia Nova,08037,+34 934591779,,41.404240019444444,2.164922861111111,
Bar Restaurant Rosal,Passeig Born 27 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,,,41.38536943333333,2.1830480555555556,
Restaurant Borrell,Avinguda Paral.lel 84 bxs,Eixample,Sant Antoni,08015,+34 933253091,,41.37516141388889,2.16695,
Restaurant Pantaibèric *Glòries,Avinguda Diagonal 188*252,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 667630286,,41.405085288888884,2.1930715555555556,http://www.pantaiberic.com
Restaurant Pantaibèric *La Maquinista,Passeig Potosí 2,Sant Andreu,el Bon Pastor,08030,+34 661803778,,41.44077756666666,2.198467194444444,http://www.pantaiberic.com
Grand Hotel Central,Carrer Pare Gallifa 3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932957905,+34 932681215,41.38498539444444,2.177903361111111,http://www.grandhotelcentral.com
Cafeteria Jan Cafè,Travessera Gràcia 228,Gràcia,el Camp d'en Grassot i Gràcia Nova,08024,+34 932855518,,41.40415344444445,2.1625014166666667,
Parc de la Barceloneta,Passeig Marítim Barceloneta 15*21,Ciutat Vella,la Barceloneta,08003,,,41.382031480555554,2.193823833333333,
Restaurant Balzar,Carrer Madrazo 54-56,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,08006,+34 932010593,,41.399208030555556,2.147421027777778,
Restaurant Toc,Carrer Girona 59,Eixample,la Dreta de l'Eixample,08009,+34 934881148,,41.39430099166667,2.1716238888888886,
Restaurant Cuines de Santa Caterina *Mercat de Santa Caterina,Avinguda Francesc Cambó 16 bxs,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932689918,,41.38636404722222,2.178159111111111,http://www.cuinessantacaterina.com
Restaurante Braseria Savannah,Carrer Muntanya 14,Sant Martí,Clot,08026,+34 932650902,,41.41098695555556,2.188741111111111,http://www.savannah-braseria.com
Restaurant Petit Travi,Carrer Mallorca 202,Eixample,l'Antiga Esquerra de l'Eixample,08036,+34 933230610,,41.39030524166667,2.1580589444444445,http://www.gruptravi.com
Restaurant Farga *Rambla Catalunya,Rambla Catalunya 8,Eixample,la Dreta de l'Eixample,08007,+34 934125782,+34 933010322,41.38793431944445,2.1680145555555552,
Bar Mut,Carrer Pau Claris 192,Eixample,la Dreta de l'Eixample,08037,+34 932174338,,41.397305325,2.161249361111111,
Restaurant Amaral,Carrer París 101,Eixample,la Nova Esquerra de l'Eixample,08029,+34 934190933,,41.38938480833333,2.1474129166666667,
Casa de Menjars Itinerant Nòmada,,,,,+34 657976512,,40.642949464754395,1.816211426436600,
La Fàbrica Tapioles 53,Carrer Tapioles 53 bxs,Sants-Montjuïc,el Poble Sec,08004,+34 933292238,,41.37234070277778,2.163873833333333,http://www.tapioles53.com
Restaurant Arwad,Rambla Poblenou 56,Sant Martí,el Poblenou,08005,+34 933568263,,41.40037938611111,2.2023434444444447,
Restaurant Bar Movie Restaurante & Lounge,Carrer Roger de Llúria 50 bxs,Eixample,la Dreta de l'Eixample,08009,+34 934675481,,41.39282156666667,2.1694363055555552,http://www.movie-livingandfood.com
Restaurant Dune,Carrer Sicília 111 bxs,Eixample,el Fort Pienc,08013,,,41.396134777777775,2.180480611111111,
Bar Restaurant Divan Japonès,Carrer Guilleries 17,Gràcia,la Vila de Gràcia,08012,+34 932184502,,41.403355491666666,2.1565535555555555,
Restaurant Butyklan,Carrer Salvador Espriu 79,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932251892,,41.3918932,2.199109722222222,
Restaurant O'Gràcia,Plaça Revolució Setembre 1868 15,Gràcia,la Vila de Gràcia,08012,+34 932133044,,41.40251267222222,2.158068888888889,
SuperBorn,Passatge Mercantil 1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",08003,+34 932681728,,41.38617489166666,2.184151694444444,
Restaurant Can Farigola,Carrer Enric Granados 94,Eixample,l'Antiga Esquerra de l'Eixample,08008,+34 932376153,,41.393129683333335,2.1555003888888886,
Restaurant Panic Atac*Centre de la Vila,Avinguda Icària 164,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 934125577,,41.390896519444446,2.1978509444444443,http://www.paniatac.com
Restaurant Ohlalá *Glòries,Avinguda Diagonal 188 252,Sant Martí,el Parc i la Llacuna del Poblenou,08018,,,41.405085288888884,2.1930715555555556,http://www.ohlala.es
Restaurant Caldeni,Carrer València 452,Eixample,la Sagrada Família,08013,+34 932325811,,41.402847666666666,2.1770171944444443,http://www.caldeni.com
Restaurant Kynoto Sushi Bar,Carrer Correu Vell 8,Ciutat Vella,el Barri Gòtic,08002,+34 932682540,,41.38160375277778,2.179759388888889,http://www.kynoto.com
Restaurant Blasco,Carrer Comtal 33,Ciutat Vella,el Barri Gòtic,08002,+34 934817115,,41.38693816666667,2.17403575,
Friss Juice Café,Carrer Sardenya 289,Eixample,la Sagrada Família,08013,,,41.40241438611111,2.1744398055555556,
Restaurant Sant Fost,Carrer Tajo 8,Horta-Guinardó,Horta,08031,+34 933576802,,41.43031606666666,2.1624098333333333,
Restaurant Cantina Mariachi *Diagonal Mar,Avinguda Diagonal 3,Sant Martí,Poble Nou,08019,+34 933562473,,41.41042665833333,2.2164054444444448,http://www.cantina-mariachi.com
Restaurant Cantina Mariachi *Heron City,Avinguda Rio de Janeiro 42,Nou Barris,Porta,08016,+34 932762553,,41.43509441944444,2.1810243333333332,http://www.cantina-mariachi.com
Restaurant Cantina Mariachi *Glòries,Avinguda Diagonal 188*252,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 934860013,,41.405085288888884,2.1930715555555556,http://www.cantina-mariachi.com
Restaurant Cantina Mariachi *Centre de la Vila,Carrer Salvador Espriu 61,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932256319,,41.390896519444446,2.1978509444444443,http://www.cantina-mariachi.com
Restaurant Mitos,Carrer València 363 bxs,Eixample,la Dreta de l'Eixample,08009,+34 934591339,,41.398887744444444,2.171366638888889,http://www.mitosbarcelona.com
Restaurant Gufo,Carrer Entença 303*305,Les Corts,les Corts,08029,+34 933633148,+34 933633149,41.38930905833333,2.138438277777778,
Starbucks Coffee *Pl Universitat,Plaça Universitat 1,Eixample,Sant Antoni,08007,+34 934517636,,41.38524360277778,2.1633016666666665,http://www.starbucks.es
Starbucks Coffee *La Rambla,Carrer la Rambla 109,Ciutat Vella,el Raval,08002,+34 933043553,,41.38348881666666,2.1711846944444444,http://www.starbucks.es
Starbucks Coffee *Maremàgnum,Moll Espanya 5*6,Ciutat Vella,el Barri Gòtic,08039,+34 932258542,,41.375419236111114,2.1823758333333334,http://www.starbucks.es
Starbucks Coffee *Diagonal Mar,Avinguda Diagonal 3,Sant Martí,Poble Nou,08019,+34 933560785,,41.41042665833333,2.2164054444444448,http://www.starbucks.es
Starbucks Coffee *Glòries,Avinguda Diagonal 208,Sant Martí,el Parc i la Llacuna del Poblenou,08018,+34 934861306,,41.404945033333334,2.192503722222222,http://www.starbucks.es
Restaurant Comida de Tarro,Rambla Guipúscoa 65,Sant Martí,Sant Martí de Provençals,08020,+34 933035005,,41.41710349444444,2.197739972222222,
Restaurant Moon Cafe,Carrer Provença 213,Eixample,la Dreta de l'Eixample,08008,+34 934881721,,41.39269563055556,2.158608722222222,
Restaurant Red Lounge,Passeig Joan Borbo C Barcelona 78,Ciutat Vella,la Barceloneta,08039,+34 932213093,+34 932217587,41.3750348,2.188575388888889,http://www.redloungebcn.com
Cafe Restaurant Les Women dal Pikako,Carrer Sardenya 48 bxs,Sant Martí,la Vila Olímpica del Poblenou,08005,+34 932216218,,41.39117499444444,2.1897317777777774,
Restaurant Miramar,Avinguda Miramar 40,Sants-Montjuïc,el Poble Sec,08038,+34 934436627,+34 934418397,41.369346891666666,2.1669266944444443,http://www.club-miramar.es
Bar Restaurant Zentraus,Rambla Raval 41,Ciutat Vella,el Raval,08001,+34 934438078,,41.37826428333334,2.1703237777777775,http://www.zentraus.cat
Espai Caidal Centre Cultural,Carrer Pallars 156*158,Sant Martí,el Poblenou,08005,+34 934863135,,41.39911070833333,2.1956078611111107,http://www.espaicaidal.com
